SparkleIndex,SparkleTerm,Cui,UmlsCanonicalName,ChosenMethod,ChosenScore,Types
2066,Primary Ovarian Insufficiency,C0085215,"Ovarian Failure, Premature",alias,0.0,"[""T047""]"
2068,Primary Progressive Aphasia,C0282513,Primary Progressive Aphasia (disorder),alias,0.0,"[""T048""]"
2069,Primary Sclerosing Cholangitis,C0566602,Primary sclerosing cholangitis,alias,0.0,"[""T047""]"
2070,Primary Stabbing Headache,C0751191,Primary Stabbing Headache,alias,0.0,"[""T033""]"
2071,Primary Systemic Amyloidosis,C0281479,Primary Systemic Amyloidosis,alias,0.0,"[""T191""]"
2072,Primary Thunderclap Headache,C0521668,Primary Thunderclap Headache,alias,0.0,"[""T047""]"
2073,Primary Congenital Glaucoma,C1533041,Primary congenital glaucoma,alias,0.0,"[""T047""]"
2074,Primary Cough Headache,C0751185,Primary Cough Headache,alias,0.0,"[""T047""]"
2077,Primary Immunodeficiency,C0398686,Primary immune deficiency disorder,alias,0.0,"[""T047""]"
2078,Primary Myelofibrosis,C0001815,Primary Myelofibrosis,alias,0.0,"[""T191""]"
2079,Prick Skin Test,C0430561,Skin prick test,alias,0.0,"[""T060""]"
2080,Primary Adrenal Insufficiency,C0001403,Addison Disease,alias,0.0,"[""T047""]"
2081,Primary Amenorrhea,C0232939,Primary physiologic amenorrhea,alias,0.0,"[""T047""]"
2082,Primary Biliary Cholangitis,C0008312,Primary Biliary Cholangitis,alias,0.0,"[""T047""]"
2083,Primary Biliary Cirrhosis,C0008312,Primary Biliary Cholangitis,alias,0.0,"[""T047""]"
2084,Primary Brain Tumor,C0750974,"Brain Tumor, Primary",alias,0.0,"[""T191""]"
2085,Primary Cerebellar Degeneration,C0033132,"Cerebellar Degenerations, Primary",alias,0.0,"[""T047""]"
2088,Preventative Care,C4277527,Preventive Care,alias,0.0,"[""T091""]"
2090,Preventive Medicine,C0033110,preventive medicine specialty,alias,0.0,"[""T091""]"
2091,Priapism,C0033117,Priapism,alias,0.0,"[""T047""]"
2092,Prescription Eyeglasses,C0419275,Prescription of spectacles,alias,0.0,"[""T058""]"
2094,Prescription Refill,C0149761,prescription refill,alias,0.0,"[""T061""]"
2095,Pressure Ulcer,C0011127,Pressure Ulcer,alias,0.0,"[""T047""]"
2097,Preterm Labor,C0022876,Premature Obstetric Labor,alias,0.0,"[""T046""]"
2101,Presacral Neurectomy,C0196669,Presacral sympathectomy,alias,0.0,"[""T061""]"
2103,Presbycusis,C0033074,Presbycusis,alias,0.0,"[""T046""]"
2104,Presbyopia,C0033075,Presbyopia,alias,0.0,"[""T047""]"
2105,Prenatal Genetic Counseling,C1257802,"Genetic Counseling, Prenatal",alias,0.0,"[""T091""]"
2107,Prenatal Testing,C1456692,Prenatal Testing,alias,0.0,"[""T058""]"
2110,Preoperative Evaluation,C1293091,Pre-surgery evaluation,alias,0.0,"[""T060""]"
2112,Premature Ventricular Contractions,C0151636,Premature ventricular contractions,alias,0.0,"[""T047""]"
2113,Premenstrual Dysphoric Disorder,C0520676,Premenstrual Dysphoric Disorder,alias,0.0,"[""T048""]"
2116,Prenatal Care,C0033052,Prenatal care,alias,0.0,"[""T058""]"
2117,Prenatal Diagnosis,C0033053,Prenatal Diagnosis technique,alias,0.0,"[""T060""]"
2119,Premature Adrenarche,C0342546,Premature adrenarche,alias,0.0,"[""T047""]"
2120,Premature Atrial Contraction,C0033036,Atrial Premature Complexes,alias,0.0,"[""T047""]"
2121,Premature Beats,C0340464,Premature Cardiac Complex,alias,0.0,"[""T047""]"
2122,Premature Birth,C0151526,Premature Birth,alias,0.0,"[""T046""]"
2123,Premature Ovarian Failure,C0025322,Premature Menopause,alias,0.0,"[""T047""]"
2124,Preeclampsia,C0032914,Pre-Eclampsia,alias,0.0,"[""T046""]"
2125,Pregnancy,C0032961,Pregnancy,alias,0.0,"[""T040""]"
2126,Pregnancy Blood Test,C0850355,pregnancy blood test,alias,0.0,"[""T059""]"
2130,Preauricular Fistula,C0546969,"Preauricular Fistulae, Congenital",alias,0.0,"[""T019""]"
2133,Precocious Puberty,C0034013,Precocious Puberty,alias,0.0,"[""T047""]"
2134,Precocious Thelarche,C0425772,Premature development of the breasts,alias,0.0,"[""T033""]"
2136,Prediabetes,C0362046,Prediabetes syndrome,alias,0.0,"[""T047""]"
2137,Pouchitis,C0376620,Pouchitis,alias,0.0,"[""T047""]"
2138,Prader Willi Syndrome,C0032897,Prader-Willi Syndrome,alias,0.0,"[""T047""]"
2143,Postphlebitic Syndrome,C0032807,Postphlebitic Syndrome,alias,0.0,"[""T047""]"
2145,Postural Proteinuria,C0232867,Orthostatic proteinuria,alias,0.0,"[""T047""]"
2146,Postural Tachycardia Syndrome,C1299624,Postural Orthostatic Tachycardia Syndrome,alias,0.0,"[""T047""]"
2149,Postpartum Care,C0032782,Postnatal Care,alias,0.0,"[""T058""]"
2150,Postpartum Depression,C0221074,"Depression, Postpartum",alias,0.0,"[""T048""]"
2152,Postpartum Thyroiditis,C0271815,Postpartum Thyroiditis,alias,0.0,"[""T047""]"
2154,Postherpetic Neuralgia,C0032768,Postherpetic neuralgia,alias,0.0,"[""T047""]"
2157,Postmenopausal Bleeding,C0032776,Postmenopausal bleeding,alias,0.0,"[""T046""]"
2161,Posterior Tibial Tendon Insufficiency,C1720844,Posterior Tibial Tendon Insufficiency,alias,0.0,"[""T047""]"
2163,Posterior Urethral Valve,C0238506,Congenital posterior urethral valves,alias,0.0,"[""T019""]"
2170,Posterior Repair,C0195230,Posterior repair of vagina,alias,0.0,"[""T061""]"
2173,Postcoital Bleeding,C0156406,Postcoital bleeding,alias,0.0,"[""T046""]"
2177,Post Traumatic Amnesia,C0002623,Post-traumatic amnesia,alias,0.0,"[""T048""]"
2178,Post Traumatic Deformity,C0850606,post traumatic deformity,alias,0.0,"[""T037""]"
2179,Post Traumatic Epilepsy,C0014557,"Epilepsy, Post-Traumatic",alias,0.0,"[""T047""]"
2180,Post Traumatic Headache,C0032816,Post-Traumatic Headache,alias,0.0,"[""T046""]"
2182,Post Traumatic Stress Disorder,C0038436,Post-Traumatic Stress Disorder,alias,0.0,"[""T048""]"
2192,Post Laminectomy Syndrome,C0152089,post laminectomy syndrome,alias,0.0,"[""T047""]"
2197,Post Concussion Syndrome,C0546983,Post-Concussion Syndrome,alias,0.0,"[""T047""]"
2201,Post Infectious Arthritis,C0085435,"Arthritis, Reactive",alias,0.0,"[""T047""]"
2209,Portal Vein Thrombosis,C0155773,Portal Vein Thrombosis,alias,0.0,"[""T047""]"
2211,Positional Plagiocephaly,C1450010,"Plagiocephaly, Nonsynostotic",alias,0.0,"[""T190""]"
2212,Positional Vertigo,C0522351,Positional Vertigo,alias,0.0,"[""T046""]"
2216,Portal Hypertension,C0020541,Portal Hypertension,alias,0.0,"[""T047""]"
2219,Portal Vein Embolization,C0578122,Embolization of portal vein,alias,0.0,"[""T061""]"
2221,Popliteal Cyst,C0032650,Popliteal Cyst,alias,0.0,"[""T190""]"
2222,Porphyria,C0032708,Disorders of Porphyrin Metabolism,alias,0.0,"[""T047""]"
2223,Porphyria Cutanea Tarda,C0162566,Porphyria Cutanea Tarda,alias,0.0,"[""T047""]"
2224,Port,C1880253,Data Port,alias,0.0,"[""T073""]"
2226,Port Wine Stain,C0235752,Port-Wine Stain,alias,0.0,"[""T019""]"
2227,Polyuria,C0032617,Polyuria,alias,0.0,"[""T184""]"
2229,Poor Weight Gain,C0231246,Failure to gain weight,alias,0.0,"[""T033""]"
2231,Popliteal Artery Aneurysm,C0264964,Popliteal Artery Aneurysm,alias,0.0,"[""T190""]"
2233,Popliteal Artery Entrapment Syndrome,C0340610,Popliteal Artery Entrapment Syndrome,alias,0.0,"[""T047""]"
2234,Polyphagia,C0020505,Hyperphagia,alias,0.0,"[""T033""]"
2235,Polypharmacy,C2922974,Polypharmacy,alias,0.0,"[""T061""]"
2237,Polyps,C0032584,polyps,alias,0.0,"[""T190""]"
2238,Polysomnography,C0162701,Polysomnography,alias,0.0,"[""T060""]"
2239,Polysyndactyly,C0265553,Polysyndactyly,alias,0.0,"[""T019""]"
2240,Polymorphous Light Eruption,C0031736,Polymorphous light eruption,alias,0.0,"[""T047""]"
2241,Polymyalgia Rheumatica,C0032533,Polymyalgia Rheumatica,alias,0.0,"[""T047""]"
2242,Polymyositis,C0085655,Polymyositis,alias,0.0,"[""T047""]"
2243,Polyneuropathy,C0152025,Polyneuropathy,alias,0.0,"[""T047""]"
2245,Polypectomy,C0521210,Resection of polyp,alias,0.0,"[""T061""]"
2248,Polyhydramnios,C0020224,Polyhydramnios,alias,0.0,"[""T046""]"
2249,Polymastia,C1654779,Polymastia <invertebrate>,alias,0.0,"[""T204""]"
2250,Polymicrogyria,C0266464,Polymicrogyria,alias,0.0,"[""T019""]"
2251,Polymorphic Ventricular Tachycardia,C0344432,"Ventricular tachycardia, polymorphic",alias,0.0,"[""T047""]"
2252,Polycystic Kidney Disease,C0022680,Polycystic Kidney Diseases,alias,0.0,"[""T047""]"
2253,Polycystic Ovary Syndrome,C0032460,Polycystic Ovary Syndrome,alias,0.0,"[""T047""]"
2254,Polycythemia,C0032461,Polycythemia,alias,0.0,"[""T047""]"
2260,Polyarteritis Nodosa,C0031036,Polyarteritis Nodosa,alias,0.0,"[""T047""]"
2261,Polyarthralgia,C0162296,Polyarthralgia,alias,0.0,"[""T047""]"
2262,Polyarthropathy,C0702154,Polyarthropathy,alias,0.0,"[""T047""]"
2263,Polychondritis,C0747733,polychondritis,alias,0.0,"[""T047""]"
2266,Polio Vaccination,C0199809,Poliomyelitis vaccination,alias,0.0,"[""T061""]"
2267,Poliodystrophia Cerebri,C0007795,Diffuse Cerebral Sclerosis of Schilder,alias,0.0,"[""T047""]"
2268,Poliomyelitis,C0032371,Poliomyelitis,alias,0.0,"[""T047""]"
2269,Pneumothorax,C0032326,Pneumothorax,alias,0.0,"[""T047""]"
2271,Poems Syndrome,C0085404,POEMS Syndrome,alias,0.0,"[""T047""]"
2272,Poikiloderma,C0392777,Poikiloderma,alias,0.0,"[""T047""]"
2273,Poison Ivy,C0684339,Poison Ivy,alias,0.0,"[""T002""]"
2274,Poison Oak,C1256215,"Rhus diversiloba, Flower essence",alias,0.0,"[""T121""]"
2275,Poland Syndrome,C0032357,Poland Syndrome,alias,0.0,"[""T047""]"
2276,Pneumaturia,C0232894,Pneumatouria,alias,0.0,"[""T184""]"
2277,Pneumoconiosis,C0032273,Pneumoconiosis,alias,0.0,"[""T047""]"
2278,Pneumocystis Carinii,C0032276,Pneumocystis carinii,alias,0.0,"[""T004""]"
2279,Pneumonia,C0032285,Pneumonia,alias,0.0,"[""T047""]"
2280,Pneumonia Vaccination,C5555353,Pneumonia Vaccination,alias,0.0,"[""T061""]"
2281,Pneumonitis,C3714636,Pneumonitis,alias,0.0,"[""T047""]"
2283,Plexopathy,C1335437,Plexopathy,alias,0.0,"[""T047""]"
2284,Plica Syndrome,C0878705,Synovial Plica Syndrome,alias,0.0,"[""T047""]"
2288,Pleuritic Pain,C0008033,Pleuritic pain,alias,0.0,"[""T184""]"
2289,Pleurodesis,C0189557,Pleurodesis,alias,0.0,"[""T061""]"
2291,Plexiform Fibrohistiocytic Tumor,C1266126,Plexiform fibrohistiocytic tumor,alias,0.0,"[""T191""]"
2292,Plexiform Neurofibroma,C0206728,Plexiform Neurofibroma,alias,0.0,"[""T191""]"
2293,Plexiform Schwannoma,C1370659,Plexiform Schwannoma,alias,0.0,"[""T191""]"
2294,Pleomorphic Xanthoastrocytomas,C0280785,Diffuse Astrocytoma,alias,0.0,"[""T191""]"
2295,Pleural Cancer,C0153494,Malignant tumor of pleura,alias,0.0,"[""T191""]"
2296,Pleural Diseases,C0032226,Pleural Diseases,alias,0.0,"[""T047""]"
2297,Pleural Effusion,C0032227,Pleural effusion disorder,alias,0.0,"[""T047""]"
2298,Pleural Tuberculosis,C0041326,Pleural Tuberculosis,alias,0.0,"[""T047""]"
2299,Pleurectomy,C0152463,Pleurectomy,alias,0.0,"[""T061""]"
2300,Pleurisy,C0032231,Pleurisy,alias,0.0,"[""T047""]"
2303,Platelet Storage Pool Deficiency,C0032197,Platelet Storage Pool Deficiency,alias,0.0,"[""T047""]"
2304,Pleomorphic Liposarcoma,C0205825,"Liposarcoma, Pleomorphic",alias,0.0,"[""T191""]"
2305,Pleomorphic Rhabdomyosarcoma,C0334480,Pleomorphic Rhabdomyosarcoma,alias,0.0,"[""T191""]"
2311,Plasma Cell Dyscrasia,C1136084,Plasma cell dyscrasia,alias,0.0,"[""T047""]"
2313,Platelet Disorder,C0005818,Blood Platelet Disorders,alias,0.0,"[""T047""]"
2315,Plantar Fasciitis,C0149756,"Fasciitis, Plantar",alias,0.0,"[""T047""]"
2319,Plantar Wart,C0042548,Plantar wart,alias,0.0,"[""T047""]"
2321,Placental Abruption,C0000832,Abruptio Placentae,alias,0.0,"[""T046""]"
2322,Placental Disorders,C0032045,Placenta Disorders,alias,0.0,"[""T046""]"
2323,Plagiocephaly,C0265529,Plagiocephaly,alias,0.0,"[""T019""]"
2324,Plague,C0032064,Plague,alias,0.0,"[""T047""]"
2326,Plantar Fascial Fibromatosis,C0158360,"Fibromatosis, Plantar",alias,0.0,"[""T047""]"
2327,Pituitary Tumor,C0032019,Pituitary Neoplasms,alias,0.0,"[""T191""]"
2328,Pityriasis,C0032024,Pityriasis,alias,0.0,"[""T047""]"
2329,Pityriasis Lichenoides,C0162853,Pityriasis Lichenoides,alias,0.0,"[""T047""]"
2331,Placenta Accreta,C0032044,Placenta Accreta,alias,0.0,"[""T046""]"
2332,Placenta Previa,C0032046,Placenta Previa,alias,0.0,"[""T046""]"
2333,Pituitary Cancer,C0346300,Pituitary carcinoma,alias,0.0,"[""T191""]"
2334,Pituitary Disorders,C0032002,Pituitary Diseases,alias,0.0,"[""T047""]"
2335,Pituitary Macroadenoma,C0346308,Pituitary macroadenoma,alias,0.0,"[""T191""]"
2336,Pituitary Microadenoma,C0346306,Pituitary microadenoma,alias,0.0,"[""T191""]"
2338,Pineal Tumor,C1412004,Tumor of the Pineal Region,alias,0.0,"[""T191""]"
2339,Pineoblastoma,C0205898,pineoblastoma,alias,0.0,"[""T191""]"
2340,Pinguecula,C0152255,Pinguecula,alias,0.0,"[""T047""]"
2341,Pinta,C0031946,Pinta,alias,0.0,"[""T047""]"
2343,Piriformis Syndrome,C0458224,Piriformis Muscle Syndrome,alias,0.0,"[""T047""]"
2344,Pituitary Adenoma,C0032000,Pituitary Adenoma,alias,0.0,"[""T191""]"
2345,Pilocytic Astrocytoma,C0334583,Pilocytic Astrocytoma,alias,0.0,"[""T191""]"
2346,Pilomatrixoma,C0206711,Pilomatrixoma,alias,0.0,"[""T191""]"
2348,Pinched Nerve,C0273482,Compression injury of nerve,alias,0.0,"[""T037""]"
2351,Pierre Robin Syndrome,C0031900,Pierre Robin Syndrome,alias,0.0,"[""T019""]"
2352,Pigmentation Disorders,C0549567,Pigmentation Disorders,alias,0.0,"[""T047""]"
2354,Pigmented Villonodular Synovitis,C0039106,Pigmented villonodular synovitis,alias,0.0,"[""T191""]"
2355,Pilar Cyst,C2959585,Proliferating trichilemmal tumor,alias,0.0,"[""T191""]"
2358,Physical Exams,C0031809,Physical Examination,alias,0.0,"[""T058""]"
2359,Physical Therapy,C0949766,Physical therapy,alias,0.0,"[""T061""]"
2360,Pica,C1552962,Units Of Measure - pica,alias,0.0,"[""T081""]"
2362,Pierre Robin Sequence,C0031900,Pierre Robin Syndrome,alias,0.0,"[""T019""]"
2364,Photophobia,C0085636,Photophobia,alias,0.0,"[""T184""]"
2365,Photorefractive Keratectomy,C0395416,Photorefractive Keratectomy,alias,0.0,"[""T061""]"
2366,Photosensitivity,C0349506,Photosensitivity of skin,alias,0.0,"[""T046""]"
2368,Phototherapy,C0031765,Phototherapy,alias,0.0,"[""T061""]"
2369,Pharyngitis,C0031350,Pharyngitis,alias,0.0,"[""T047""]"
2370,Pheochromocytoma,C0031511,Pheochromocytoma,alias,0.0,"[""T191""]"
2371,Phimosis,C0345326,Congenital phimosis,alias,0.0,"[""T019""]"
2373,Phobia,C0349231,Phobic anxiety disorder,alias,0.0,"[""T048""]"
2374,Phoria,C0038379,Strabismus,alias,0.0,"[""T047""]"
2377,Pfeiffer Syndrome,C0220658,Pfeiffer Syndrome,alias,0.0,"[""T047""]"
2379,Phakic Intraocular Lens,C1955863,Phakic Intraocular Lenses,alias,0.0,"[""T074""]"
2380,Phantom Limb,C0031315,Phantom Limb Syndrome,alias,0.0,"[""T047""]"
2383,Petechiae,C0031256,Petechiae,alias,0.0,"[""T047""]"
2385,Petit Mal Seizure,C0014553,Absence Epilepsy,alias,0.0,"[""T047""]"
2387,Peutz Jeghers Syndrome,C0031269,Peutz-Jeghers Syndrome,alias,0.0,"[""T047""]"
2390,Perthes Disease,C0023234,Legg-Calve-Perthes Disease,alias,0.0,"[""T047""]"
2391,Pertussis,C0043167,Pertussis,alias,0.0,"[""T047""]"
2393,Pessary,C4721535,Pessary Dosage Form,alias,0.0,"[""T122""]"
2395,Persistent Ostium Primum,C0031192,Persistent Ostium Primum,alias,0.0,"[""T019""]"
2397,Persistent Pulmonary Hypertension Of The Newborn,C0031190,Persistent Fetal Circulation Syndrome,alias,0.0,"[""T047""]"
2398,Persistent Vomiting,C0152165,Persistent vomiting,alias,0.0,"[""T184""]"
2401,Peroneal Neuropathy,C0747533,Peroneal Neuropathies,alias,0.0,"[""T047""]"
2405,Persistent Cough,C0562483,Persistent cough,alias,0.0,"[""T184""]"
2406,Periventricular Leukomalacia,C0023529,"Leukomalacia, Periventricular",alias,0.0,"[""T047""]"
2409,Pernicious Anemia,C0002892,"Anemia, Pernicious",alias,0.0,"[""T047""]"
2410,Pernio,C0008058,Chilblains,alias,0.0,"[""T037""]"
2411,Peroneal Nerve Injury,C0161470,Traumatic injury of common peroneal nerve,alias,0.0,"[""T037""]"
2412,Peritoneal Surface Malignancy,C0346990,Carcinomatosis of peritoneal cavity,alias,0.0,"[""T191""]"
2413,Peritonitis,C0031154,Peritonitis,alias,0.0,"[""T046""]"
2414,Peritonsillar Abscess,C0031157,Peritonsillar Abscess,alias,0.0,"[""T047""]"
2416,Periventricular Heterotopia,C1868720,Periventricular Nodular Heterotopia,alias,0.0,"[""T047""]"
2418,Peripheral T Cell Lymphoma,C0079774,Peripheral T-Cell Lymphoma,alias,0.0,"[""T191""]"
2419,Peripheral Vascular Diseases,C0085096,Peripheral Vascular Diseases,alias,0.0,"[""T047""]"
2423,Peritoneal Dialysis,C0031139,Peritoneal Dialysis,alias,0.0,"[""T061""]"
2425,Peripheral Nerve Tumors,C0031118,Peripheral Nervous System Neoplasms,alias,0.0,"[""T191""]"
2426,Peripheral Neuropathy,C0031117,Peripheral Neuropathy,alias,0.0,"[""T047""]"
2427,Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewings sarcoma-primitive neuroectodermal tumor (PNET),alias,0.0,"[""T191""]"
2428,Peripheral Pulmonary Stenosis,C0345030,Peripheral pulmonary artery stenosis,alias,0.0,"[""T047""]"
2429,Peripheral Schwannoma,C4024276,Peripheral Schwannoma,alias,0.0,"[""T191""]"
2432,Peripheral Edema,C0085649,Peripheral edema,alias,0.0,"[""T046""]"
2433,Peripheral Nerve Block,C0198807,Peripheral block anesthesia,alias,0.0,"[""T061""]"
2434,Peripheral Nerve Disease,C4721453,Peripheral Nervous System Diseases,alias,0.0,"[""T047""]"
2435,Peripheral Nerve Injury,C0262593,Peripheral Nerve Injuries,alias,0.0,"[""T037""]"
2438,Peripartum Cardiomyopathy,C0877208,Peripartum cardiomyopathy,alias,0.0,"[""T047""]"
2439,Peripheral Angiography,C0412290,Peripheral angiography,alias,0.0,"[""T060""]"
2442,Peripheral Artery Disease,C1704436,Peripheral Arterial Diseases,alias,0.0,"[""T047""]"
2445,Periodic Paralysis,C1279412,periodic paralysis (finding),alias,0.0,"[""T047""]"
2446,Perioral Dermatitis,C0263449,Perioral Dermatitis,alias,0.0,"[""T047""]"
2447,Periorbital Cellulitis,C1282208,Preseptal cellulitis,alias,0.0,"[""T047""]"
2448,Perimenopause,C0993589,Perimenopause,alias,0.0,"[""T039""]"
2451,Perineal Hernia,C0019305,Perineal hernia,alias,0.0,"[""T020""]"
2454,Pericardial Effusion,C0031039,Pericardial effusion,alias,0.0,"[""T047""]"
2455,Pericardiocentesis,C0191234,Pericardiocentesis,alias,0.0,"[""T061""]"
2456,Pericardiotomy,C0242427,Pericardiotomy,alias,0.0,"[""T061""]"
2457,Pericarditis,C0031046,Pericarditis,alias,0.0,"[""T047""]"
2458,Perichondritis,C0031053,Perichondritis,alias,0.0,"[""T047""]"
2461,Performance Anxiety,C0458631,Performance anxiety,alias,0.0,"[""T048""]"
2464,Perianal Hematoma,C0155784,Thrombosed external hemorrhoids,alias,0.0,"[""T020""]"
2465,Pericardial Cyst,C0031038,Pericardial Cyst,alias,0.0,"[""T047""]"
2466,Percutaneous Tracheostomy,C0584877,Percutaneous tracheostomy,alias,0.0,"[""T061""]"
2468,Percutaneous Umbilical Blood Sampling,C0162650,Intrauterine Cordocentesis,alias,0.0,"[""T060""]"
2474,Percutaneous Liver Biopsy,C0558534,Percutaneous liver biopsy,alias,0.0,"[""T060""]"
2475,Percutaneous Mitral Valve Repair,C3272248,Percutaneous Mitral Valve Repair,alias,0.0,"[""T061""]"
2480,Penis Injury,C0347656,Injury of penis,alias,0.0,"[""T037""]"
2482,Peptic Ulcer,C0030920,Peptic Ulcer,alias,0.0,"[""T047""]"
2484,Penile Pain,C0497481,Pain in penis,alias,0.0,"[""T184""]"
2488,Penile Ulcer,C0240698,Ulcer of penis,alias,0.0,"[""T047""]"
2489,Penile Fibrosis,C0030848,Peyronie Disease,alias,0.0,"[""T047""]"
2491,Penile Hypospadias,C1691215,Penile hypospadias,alias,0.0,"[""T019""]"
2492,Penile Induration,C0030848,Peyronie Disease,alias,0.0,"[""T047""]"
2494,Penile Leukoplakia,C0022782,Penile Leukoplakia,alias,0.0,"[""T047""]"
2495,Penile Mass,C0240691,Mass of penis,alias,0.0,"[""T033""]"
2498,Penile Bleeding,C0269002,Hemorrhage of penis,alias,0.0,"[""T046""]"
2499,Penile Cancer,C0853105,Penis carcinoma,alias,0.0,"[""T191""]"
2500,Penile Chordee,C4054210,Penile Chordee,alias,0.0,"[""T047""]"
2501,Penile Discharge,C0232861,Discharge from penis,alias,0.0,"[""T184""]"
2502,Pelvis Injury,C0560636,Pelvic injury,alias,0.0,"[""T037""]"
2504,Pemphigus,C0030807,Pemphigus,alias,0.0,"[""T047""]"
2505,Pemphigus Foliaceus,C0263313,Pemphigus Foliaceus,alias,0.0,"[""T047""]"
2506,Pemphigus Vegetans,C0263316,Pemphigus vegetans,alias,0.0,"[""T047""]"
2507,Pemphigus Vulgaris,C0030809,Pemphigus Vulgaris,alias,0.0,"[""T047""]"
2508,Penicillin Allergy,C0030824,Allergy to penicillin,alias,0.0,"[""T047""]"
2509,Pelvic Mass,C0347944,Pelvic mass,alias,0.0,"[""T033""]"
2510,Pelvic Organ Prolapse,C0877015,Pelvic Organ Prolapse,alias,0.0,"[""T047""]"
2511,Pelvic Pain,C0030794,Pelvic Pain,alias,0.0,"[""T184""]"
2513,Pelvic Varicose Veins,C0155795,Varicose veins of pelvis,alias,0.0,"[""T047""]"
2516,Pelvic Floor Exercise,C0262718,Pelvic floor exercises,alias,0.0,"[""T061""]"
2517,Pelvic Fracture,C0149531,Fracture of pelvis,alias,0.0,"[""T037""]"
2518,Pelvic Inflammatory Disease,C0242172,Pelvic Inflammatory Disease,alias,0.0,"[""T047""]"
2519,Pelvic Lipomatosis,C0406608,Pelvic lipomatosis,alias,0.0,"[""T191""]"
2520,Pelvic Lymphadenectomy,C0193883,Pelvic lymphadenectomy,alias,0.0,"[""T061""]"
2522,Pedicle Subtraction Osteotomy,C5444957,Pedicle Subtraction Osteotomy,alias,0.0,"[""T061""]"
2525,Pelvic Abscess,C0030785,Pelvic abscess,alias,0.0,"[""T047""]"
2526,Pelvic Adhesions,C0262591,Pelvic adhesions,alias,0.0,"[""T047""]"
2541,Pectus Carinatum,C0158731,Congenital pectus carinatum,alias,0.0,"[""T019""]"
2542,Pectus Excavatum,C0016842,Congenital pectus excavatum,alias,0.0,"[""T019""]"
2544,Pediatric Brain Tumor,C0220603,Childhood Brain Neoplasm,alias,0.0,"[""T191""]"
2545,Pediatric Cancer,C0278704,Malignant Childhood Neoplasm,alias,0.0,"[""T191""]"
2546,Peanut Allergy,C0559470,Allergy to peanuts,alias,0.0,"[""T047""]"
